NOM_REGION;SUPERFICIE;POPULATION;CODE_REGION;SUPERFICIE
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;431.0;247;44;431.0
NORD-PAS-DE-CALAIS-PICARDIE;478.0;147;32;478.0
PROVENCE-ALPES-COTE D'AZUR;1713.0;305;93;1713.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;523.0;97;76;523.0
CENTRE-VAL DE LOIRE;4256.0;399;24;4256.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1116.0;981;44;1116.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;397.0;67;44;397.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1140.0;614;76;1140.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2067.0;478;75;2067.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1192.0;191;75;1192.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1953.0;809;75;1953.0
NORD-PAS-DE-CALAIS-PICARDIE;1274.0;462;32;1274.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;593.0;428;75;593.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;249.0;269;75;249.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;903.0;228;75;903.0
BOURGOGNE-FRANCHE-COMTE;410.0;1346;27;410.0
CENTRE-VAL DE LOIRE;640.0;72;24;640.0
NORD-PAS-DE-CALAIS-PICARDIE;593.0;402;32;593.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;320.0;147;44;320.0
BOURGOGNE-FRANCHE-COMTE;475.0;88;27;475.0
AUVERGNE-RHONE-ALPES;947.0;107;84;947.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;481.0;198;76;481.0
AUVERGNE-RHONE-ALPES;936.0;1194;84;936.0
PAYS DE LA LOIRE;5408.0;1677;52;5408.0
NORMANDIE;660.0;124;28;660.0
AUVERGNE-RHONE-ALPES;294.0;65;84;294.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1275.0;1866;44;1275.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;704.0;124;75;704.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;705.0;184;76;705.0
NORD-PAS-DE-CALAIS-PICARDIE;592.0;221;32;592.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;466.0;185;44;466.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;499.0;708;44;499.0
BRETAGNE;1435.0;3020;53;1435.0
PROVENCE-ALPES-COTE D'AZUR;6480.0;3548;93;6480.0
PROVENCE-ALPES-COTE D'AZUR;3760.0;16592;93;3760.0
PROVENCE-ALPES-COTE D'AZUR;3760.0;16592;93;3760.0
BOURGOGNE-FRANCHE-COMTE;1523.0;63;27;1523.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1030.0;350;75;1030.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1059.0;2044;76;1059.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1516.0;1084;76;1516.0
NORMANDIE;592.0;268;28;592.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;721.0;161;76;721.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;979.0;192;75;979.0
AUVERGNE-RHONE-ALPES;995.0;260;84;995.0
PROVENCE-ALPES-COTE D'AZUR;719.0;10;93;719.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;688.0;406;75;688.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1332.0;4950;44;1332.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2534.0;1656;76;2534.0
PAYS DE LA LOIRE;2214.0;3146;52;2214.0
AUVERGNE-RHONE-ALPES;807.0;446;84;807.0
AUVERGNE-RHONE-ALPES;1564.0;10725;84;1564.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;757.0;1248;75;757.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;4364.0;6245;76;4364.0
PAYS DE LA LOIRE;2515.0;4503;52;2515.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;981.0;1345;44;981.0
CENTRE-VAL DE LOIRE;2779.0;7246;24;2779.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1253.0;345;75;1253.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;129.0;2854;76;129.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;333.0;176;75;333.0
AUVERGNE-RHONE-ALPES;392.0;214;84;392.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1537.0;426;75;1537.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;292.0;73;44;292.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1077.0;1243;75;1077.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;878.0;912;44;878.0
CORSE;483.0;119;94;483.0
NORD-PAS-DE-CALAIS-PICARDIE;660.0;358;32;660.0
BOURGOGNE-FRANCHE-COMTE;1007.0;210;27;1007.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1013.0;142;76;1013.0
CENTRE-VAL DE LOIRE;758.0;218;24;758.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2337.0;157;76;2337.0
AUVERGNE-RHONE-ALPES;1051.0;830;84;1051.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1853.0;207;75;1853.0
CORSE;16947.0;10064;94;16947.0
BOURGOGNE-FRANCHE-COMTE;709.0;780;27;709.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;494.0;215;76;494.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2326.0;359;76;2326.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1692.0;100;76;1692.0
BRETAGNE;1417.0;1360;53;1417.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;418.0;460;44;418.0
PAYS DE LA LOIRE;3956.0;4011;52;3956.0
BRETAGNE;708.0;1172;53;708.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;802.0;143;75;802.0
NORD-PAS-DE-CALAIS-PICARDIE;411.0;102;32;411.0
BOURGOGNE-FRANCHE-COMTE;789.0;177;27;789.0
BOURGOGNE-FRANCHE-COMTE;412.0;87;27;412.0
BOURGOGNE-FRANCHE-COMTE;211.0;245;27;211.0
CORSE;2739.0;103;94;2739.0
AUVERGNE-RHONE-ALPES;1360.0;370;84;1360.0
AUVERGNE-RHONE-ALPES;1542.0;369;84;1542.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1128.0;752;75;1128.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1628.0;669;75;1628.0
PROVENCE-ALPES-COTE D'AZUR;2115.0;5721;93;2115.0
NORD-PAS-DE-CALAIS-PICARDIE;520.0;1217;32;520.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;693.0;1020;44;693.0
NORMANDIE;681.0;402;28;681.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;317.0;820;44;317.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;643.0;157;44;643.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;653.0;519;44;653.0
BRETAGNE;2147.0;674;53;2147.0
CORSE;5221.0;104;94;5221.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1113.0;273;75;1113.0
BRETAGNE;2170.0;1004;53;2170.0
CORSE;2769.0;750;94;2769.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;772.0;1381;75;772.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1513.0;37;76;1513.0
BRETAGNE;1915.0;654;53;1915.0
BOURGOGNE-FRANCHE-COMTE;1188.0;451;27;1188.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1278.0;189;75;1278.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;399.0;72;75;399.0
PAYS DE LA LOIRE;1081.0;1599;52;1081.0
PROVENCE-ALPES-COTE D'AZUR;910.0;857;93;910.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;392.0;647;44;392.0
AUVERGNE-RHONE-ALPES;1253.0;606;84;1253.0
PAYS DE LA LOIRE;1518.0;1953;52;1518.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;749.0;24;76;749.0
BOURGOGNE-FRANCHE-COMTE;1107.0;491;27;1107.0
AUVERGNE-RHONE-ALPES;830.0;383;84;830.0
NORMANDIE;970.0;206;28;970.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1411.0;76;75;1411.0
PAYS DE LA LOIRE;7237.0;8755;52;7237.0
PAYS DE LA LOIRE;7237.0;8755;52;7237.0
PROVENCE-ALPES-COTE D'AZUR;3767.0;5448;93;3767.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;498.0;53;76;498.0
CORSE;1870.0;54;94;1870.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;816.0;108;76;816.0
AUVERGNE-RHONE-ALPES;757.0;1493;84;757.0
BRETAGNE;1177.0;641;53;1177.0
CENTRE-VAL DE LOIRE;1699.0;3132;24;1699.0
BRETAGNE;697.0;1113;53;697.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1201.0;360;76;1201.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;524.0;1032;76;524.0
BRETAGNE;1175.0;548;53;1175.0
NORMANDIE;828.0;668;28;828.0
BOURGOGNE-FRANCHE-COMTE;701.0;522;27;701.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;789.0;5667;44;789.0
AUVERGNE-RHONE-ALPES;1354.0;1704;84;1354.0
PAYS DE LA LOIRE;1444.0;7174;52;1444.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;301.0;76;76;301.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;329.0;386;44;329.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;556.0;66;76;556.0
PAYS DE LA LOIRE;984.0;169;52;984.0
BRETAGNE;1162.0;693;53;1162.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1115.0;269;76;1115.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;831.0;4888;44;831.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1210.0;1414;76;1210.0
AUVERGNE-RHONE-ALPES;4590.0;741;84;4590.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;501.0;230;76;501.0
BRETAGNE;1000.0;7349;53;1000.0
AUVERGNE-RHONE-ALPES;1365.0;460;84;1365.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;138.0;135;44;138.0
NORMANDIE;525.0;761;28;525.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;673.0;54;76;673.0
BOURGOGNE-FRANCHE-COMTE;321.0;388;27;321.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1929.0;246;75;1929.0
PROVENCE-ALPES-COTE D'AZUR;2330.0;431;93;2330.0
AUVERGNE-RHONE-ALPES;1605.0;1642;84;1605.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;676.0;187;44;676.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1843.0;33;76;1843.0
BRETAGNE;764.0;615;53;764.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1917.0;1377;44;1917.0
AUVERGNE-RHONE-ALPES;1301.0;3558;84;1301.0
AUVERGNE-RHONE-ALPES;2241.0;323;84;2241.0
BOURGOGNE-FRANCHE-COMTE;135.0;966;27;135.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;502.0;170;44;502.0
CENTRE-VAL DE LOIRE;1997.0;167;24;1997.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;608.0;921;44;608.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1037.0;180;44;1037.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;252.0;44;44;252.0
NORD-PAS-DE-CALAIS-PICARDIE;484.0;124;32;484.0
PAYS DE LA LOIRE;1967.0;3067;52;1967.0
BOURGOGNE-FRANCHE-COMTE;1583.0;148;27;1583.0
BOURGOGNE-FRANCHE-COMTE;6164.0;14124;27;6164.0
BOURGOGNE-FRANCHE-COMTE;1740.0;545;27;1740.0
BOURGOGNE-FRANCHE-COMTE;3072.0;455;27;3072.0
BOURGOGNE-FRANCHE-COMTE;2207.0;562;27;2207.0
BOURGOGNE-FRANCHE-COMTE;859.0;571;27;859.0
BOURGOGNE-FRANCHE-COMTE;2517.0;470;27;2517.0
BOURGOGNE-FRANCHE-COMTE;2590.0;521;27;2590.0
BOURGOGNE-FRANCHE-COMTE;2388.0;353;27;2388.0
BOURGOGNE-FRANCHE-COMTE;2225.0;324;27;2225.0
BOURGOGNE-FRANCHE-COMTE;1349.0;157;27;1349.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1866.0;10651;76;1866.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;837.0;407;76;837.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;842.0;1967;76;842.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2289.0;375;76;2289.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;3509.0;350;76;3509.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;3921.0;1142;76;3921.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;887.0;156;76;887.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1458.0;809;76;1458.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;4509.0;347;76;4509.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2186.0;54;76;2186.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2176.0;338;76;2176.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;627.0;1891;76;627.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2219.0;844;75;2219.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;4389.0;823;75;4389.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1970.0;636;75;1970.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;445.0;503;75;445.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3894.0;822;75;3894.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2395.0;392;75;2395.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;4255.0;754;75;4255.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1355.0;1062;75;1355.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2561.0;337;75;2561.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3791.0;366;75;3791.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2419.0;257;75;2419.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3024.0;450;75;3024.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2101.0;1558;75;2101.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;957.0;196;75;957.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3581.0;514;75;3581.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1153.0;262;75;1153.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1265.0;109;75;1265.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1733.0;2624;75;1733.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3660.0;775;75;3660.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;371.0;107;75;371.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2960.0;764;75;2960.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1670.0;102;75;1670.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;4923.0;2592;75;4923.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1370.0;118;75;1370.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;5016.0;2086;75;5016.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3620.0;2181;75;3620.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1277.0;928;75;1277.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3699.0;2031;75;3699.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;6231.0;858;75;6231.0
NORD-PAS-DE-CALAIS-PICARDIE;1329.0;268;32;1329.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;216.0;156;44;216.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;437.0;565;44;437.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;836.0;261;44;836.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;535.0;69;44;535.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1040.0;181;44;1040.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1094.0;230;44;1094.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;250.0;40;44;250.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1378.0;434;44;1378.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;673.0;48;44;673.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;931.0;80;44;931.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1937.0;228;44;1937.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;976.0;98;44;976.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2286.0;221;44;2286.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2083.0;557;44;2083.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1502.0;47;44;1502.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;438.0;83;44;438.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2141.0;217;44;2141.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1155.0;76;44;1155.0
NORD-PAS-DE-CALAIS-PICARDIE;1064.0;292;32;1064.0
NORD-PAS-DE-CALAIS-PICARDIE;709.0;139;32;709.0
NORD-PAS-DE-CALAIS-PICARDIE;604.0;387;32;604.0
NORD-PAS-DE-CALAIS-PICARDIE;755.0;2675;32;755.0
NORD-PAS-DE-CALAIS-PICARDIE;724.0;263;32;724.0
NORD-PAS-DE-CALAIS-PICARDIE;1463.0;920;32;1463.0
NORD-PAS-DE-CALAIS-PICARDIE;423.0;1202;32;423.0
NORD-PAS-DE-CALAIS-PICARDIE;446.0;326;32;446.0
NORD-PAS-DE-CALAIS-PICARDIE;852.0;257;32;852.0
NORD-PAS-DE-CALAIS-PICARDIE;1166.0;787;32;1166.0
NORD-PAS-DE-CALAIS-PICARDIE;650.0;201;32;650.0
NORD-PAS-DE-CALAIS-PICARDIE;491.0;113;32;491.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;720.0;98;44;720.0
NORD-PAS-DE-CALAIS-PICARDIE;965.0;83;32;965.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;572.0;76;44;572.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;826.0;219;44;826.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;349.0;117;44;349.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1099.0;355;44;1099.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;768.0;172;44;768.0
NORD-PAS-DE-CALAIS-PICARDIE;738.0;683;32;738.0
NORD-PAS-DE-CALAIS-PICARDIE;800.0;355;32;800.0
AUVERGNE-RHONE-ALPES;2376.0;222;84;2376.0
BOURGOGNE-FRANCHE-COMTE;762.0;54;27;762.0
NORD-PAS-DE-CALAIS-PICARDIE;413.0;235;32;413.0
AUVERGNE-RHONE-ALPES;1912.0;2940;84;1912.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1213.0;180;76;1213.0
AUVERGNE-RHONE-ALPES;600.0;7325;84;600.0
PROVENCE-ALPES-COTE D'AZUR;1954.0;265;93;1954.0
AUVERGNE-RHONE-ALPES;2203.0;1039;84;2203.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;259.0;342;44;259.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2371.0;526;75;2371.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;830.0;361;44;830.0
AUVERGNE-RHONE-ALPES;1236.0;20;84;1236.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;345.0;196;44;345.0
PAYS DE LA LOIRE;4253.0;2382;52;4253.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;804.0;92;44;804.0
BOURGOGNE-FRANCHE-COMTE;182.0;141;27;182.0
BRETAGNE;2320.0;3407;53;2320.0
NORD-PAS-DE-CALAIS-PICARDIE;760.0;170;32;760.0
BRETAGNE;361.0;183;53;361.0
AUVERGNE-RHONE-ALPES;1153.0;390;84;1153.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;910.0;78;75;910.0
BRETAGNE;1785.0;940;53;1785.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;573.0;471;75;573.0
NORMANDIE;750.0;204;28;750.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;371.0;3898;44;371.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;893.0;169;76;893.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;720.0;368;75;720.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;824.0;54;76;824.0
NORD-PAS-DE-CALAIS-PICARDIE;585.0;476;32;585.0
CORSE;6357.0;2191;94;6357.0
AUVERGNE-RHONE-ALPES;3585.0;252;84;3585.0
AUVERGNE-RHONE-ALPES;861.0;1302;84;861.0
PROVENCE-ALPES-COTE D'AZUR;1000.0;65;93;1000.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1405.0;711;75;1405.0
AUVERGNE-RHONE-ALPES;1572.0;1210;84;1572.0
BOURGOGNE-FRANCHE-COMTE;276.0;380;27;276.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;184.0;66;76;184.0
BOURGOGNE-FRANCHE-COMTE;1239.0;232;27;1239.0
CENTRE-VAL DE LOIRE;734.0;736;24;734.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;424.0;22;44;424.0
AUVERGNE-RHONE-ALPES;1096.0;512;84;1096.0
CENTRE-VAL DE LOIRE;628.0;785;24;628.0
CENTRE-VAL DE LOIRE;1563.0;697;24;1563.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;310.0;361;44;310.0
NORD-PAS-DE-CALAIS-PICARDIE;614.0;465;32;614.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1455.0;404;75;1455.0
NORD-PAS-DE-CALAIS-PICARDIE;274.0;96;32;274.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;994.0;763;76;994.0
AUVERGNE-RHONE-ALPES;1243.0;141;84;1243.0
PAYS DE LA LOIRE;2918.0;1002;52;2918.0
CENTRE-VAL DE LOIRE;2732.0;512;24;2732.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;745.0;123;76;745.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;366.0;90;76;366.0
CORSE;13487.0;2482;94;13487.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1021.0;534;76;1021.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1001.0;193;75;1001.0
AUVERGNE-RHONE-ALPES;1767.0;982;84;1767.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;388.0;145;76;388.0
PAYS DE LA LOIRE;1526.0;3858;52;1526.0
CORSE;4373.0;317;94;4373.0
NORMANDIE;522.0;1004;28;522.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;265.0;58;76;265.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1269.0;80;44;1269.0
AUVERGNE-RHONE-ALPES;945.0;354;84;945.0
LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;990.0;112;76;990.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1325.0;455;75;1325.0
BOURGOGNE-FRANCHE-COMTE;668.0;35;27;668.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;840.0;482;75;840.0
ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;609.0;666;44;609.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2909.0;178;75;2909.0
CENTRE-VAL DE LOIRE;2373.0;2557;24;2373.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1294.0;477;75;1294.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1953.0;817;75;1953.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1974.0;134;75;1974.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;5205.0;9218;75;5205.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1103.0;1247;75;1103.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2248.0;4741;75;2248.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1741.0;174;75;1741.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;10353.0;633;75;10353.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1112.0;366;75;1112.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;5128.0;1350;75;5128.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;7410.0;1204;75;7410.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2492.0;625;75;2492.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;4670.0;3500;75;4670.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2218.0;1315;75;2218.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1419.0;184;75;1419.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;6141.0;2685;75;6141.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;679.0;130;75;679.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2330.0;342;75;2330.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3249.0;651;75;3249.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2428.0;381;75;2428.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1321.0;652;75;1321.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2095.0;121;75;2095.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2503.0;393;75;2503.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2032.0;501;75;2032.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2215.0;1711;75;2215.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2929.0;295;75;2929.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2141.0;1709;75;2141.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2336.0;934;75;2336.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1266.0;391;75;1266.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1857.0;609;75;1857.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1061.0;46;75;1061.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1122.0;128;75;1122.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1552.0;3949;75;1552.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3297.0;613;75;3297.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;5325.0;532;75;5325.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3229.0;1048;75;3229.0
AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2425.0;607;75;2425.0
