Identifiant;Nom Etablissement;Numéro Siret;Adresse;Code Postal;Commune;Departement;Region;coordonnées_x;coordonnées_y;Code APE;Libellé APE;Code Eprtr;Libelle Eprtr;coordonnees;Milieu;Polluant;Quantite
79500042;EARL LA CHEVAUCHERIE;3,82E+13;La Chevaucherie;79220;LA CHAPELLE-BATON;DEUX-SEVRES;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;395400;2166941;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.471303414, -0.328197055802;Air;Ammoniac (NH3);33900
79500045;GAEC LA POUPLIERE;3,84E+13;La Croix Barge;79220;SURIN;DEUX-SEVRES;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;384911;2165989;0111Z;Culture de céréales (à  l'exception du riz) -  de légumineuses et de graines oléagineuses;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.4594623163, -0.464252396754;Air;Ammoniac (NH3);56500
79500052;AUBINEAU Fabrice;4,13E+13;19 rue du Bourg;79240;SAINT-PAUL-EN-GATINE;DEUX-SEVRES;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;373912;2185689;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.6329587068, -0.616982378537;Air;Ammoniac (NH3);29200
79500063;EARL PETITES GIRARDIERES;;;79250;NUEIL-SUR-ARGENT;DEUX-SEVRES;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;377112;2219300;;non renseigné;;;46.9362065845, -0.591571518221;Air;Ammoniac (NH3);10800
79500068;SOCIETE AVICOLE GUINIER;7,81E+13;Le Guignier;79270;FRONTENAY-ROHAN-ROHAN;DEUX-SEVRES;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;378453;2143216;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.2526108481, -0.537430570144;Air;Ammoniac (NH3);75000
79500069;GAEC CHATEAU GAILLARD;3,81E+13;Le Colombier;79290;CERSAY;DEUX-SEVRES;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;395500;2230700;0112Z;Culture du riz;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.0446116696, -0.355331971173;Air;Ammoniac (NH3);10000
79500073;FENNETEAU Michel;3,92E+13;Le Chiron - BREUIL CHAUSSEE;79300;BRESSUIRE;DEUX-SEVRES;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;384003;2208374;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.840250131, -0.495951831017;Air;Ammoniac (NH3);104400
79500078;Laux Nicolas;8,01E+13;La Bourse - ST SAUVEUR;79300;BRESSUIRE;DEUX-SEVRES;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;384003;2208374;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.840250131, -0.495951831017;Air;Ammoniac (NH3);10500
79500084;SCEA DEBORDE AVICULTURE;4,22E+13;La Coliniere;79320;LE BREUIL-BERNARD;DEUX-SEVRES;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;379037;2195248;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.72061298, -0.554685078337;Air;Ammoniac (NH3);33600
79500085;earl bocadindes;7,51E+13;Beaubreau;79320;MONCOUTANT;DEUX-SEVRES;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;376548;2195822;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.7249451231, -0.587502184659;Air;Ammoniac (NH3);108100
79500102;EARL LE COLOMBIER;4,05E+13;Le Colombier;79380;SAINT-ANDRE-SUR-SEVRE;DEUX-SEVRES;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;369938;2202526;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.7829689416, -0.677278441238;Air;Ammoniac (NH3);104800
80071116;GAEC du Vert GALANT;3,82E+13;"lieu dit ""le vert galant""NÂ°2 RN 25";80630;BEAUVAL;SOMME;NORD-PAS-DE-CALAIS-PICARDIE;599799;2567813;0150Z;Culture et élevage associés;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);50.1061691965, 2.33368165432;Air;Ammoniac (NH3);40600
80213027;EARL le Vieux noyer;4,10E+13;Les terres Baudry;80440;COTTENCHY;SOMME;NORD-PAS-DE-CALAIS-PICARDIE;603275;2534793;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;49.8097187328, 2.38193274214;Air;Ammoniac (NH3);201800
80232013;EARL Delobel;3,50E+13;;80700;DAMERY;SOMME;NORD-PAS-DE-CALAIS-PICARDIE;629610;2526050;013Z;Culture et élevage associés;;;49.7305272489, 2.74670051554;Air;Ammoniac (NH3);28300
80293027;DELATTE;3,42E+13;;80500;ETELFAY;SOMME;NORD-PAS-DE-CALAIS-PICARDIE;620400;2518400;012G;Elevage de volailles;;;49.6621920864, 2.6187298159;Air;Ammoniac (NH3);73600
80384025;SCEA Avicole de l'Ancre;4,23E+13;rue d'Achiet à  Miraumont 9 -  route de Beaucourt à  Grandcourt;80300;GRANDCOURT;SOMME;NORD-PAS-DE-CALAIS-PICARDIE;626870;2564993;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;50.0802835709, 2.71130943943;Air;Ammoniac (NH3);105100
80390028;SCEA de Beauvoisie;3,33E+13;Chemin de Beauvoisie;80250;GRIVESNES;SOMME;NORD-PAS-DE-CALAIS-PICARDIE;609687;2520976;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);49.6855796928, 2.47057523756;Air;Ammoniac (NH3);101500
80704999;EARL Les POULAILLERS;4,21E+13;;80260;SAINT-GRATIEN;SOMME;NORD-PAS-DE-CALAIS-PICARDIE;605100;2552100;;non renseigné;;;49.9650958283, 2.4074694609;Air;Ammoniac (NH3);13200
81046499;GAEC DE MONCASSIN;4,79E+13;Moncassin;81600;CADALEN;TARN;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;571363;1871908;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;43.8481959133, 1.98085357468;Air;Ammoniac (NH3);54000
81099936;SARL AVICOLE DU FRESQUET;5,24E+13;Le Fresquet;81600;GAILLAC;TARN;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;564626;1878059;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;43.90318368, 1.8967431827;Air;Ammoniac (NH3);175200
81143112;GALLES SAS;5,03E+13;Domaine de la Bouriette;81110;LESCOUT;TARN;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;581237;1837143;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;43.5360460391, 2.10477974027;Air;Ammoniac (NH3);138500
81145963;OVAL'OEUFS;5,38E+13;La Pautière;81310;LISLE-SUR-TARN;TARN;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;556887;1872279;0147Z;Elevage de volailles;;;43.8507921139, 1.80101277203;Air;Ammoniac (NH3);299100
81233127;PORCINET;3,90E+13;Ronel;81120;ROUMEGOUX;TARN;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;593800;1866800;0146Z;Elevage de porcins;7.(a).(iii);disposant de 750 emplacements pour truies;43.8028351441, 2.25961747669;Air;Ammoniac (NH3);105000
81288033;SCEA MAUREL;3,29E+13;Les Villas;81540;SOREZE;TARN;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;577800;1827722;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);43.4512793129, 2.06272679969;Air;Ammoniac (NH3);138000
81292009;SICA SAS Porci Ségala;4,22E+13;La Gamasse du Bruel;81190;TANUS;TARN;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;598070;1899915;0146Z;Elevage de porcins;7.(a).(iii);disposant de 750 emplacements pour truies;44.1005680078, 2.31248572703;Air;Ammoniac (NH3);62900
85153045;SA BALLIS;3,15E+13;Les Ballis;85640;MOUCHAMPS;VENDEE;PAYS DE LA LOIRE;340600;2203300;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.7791611766, -1.06159249187;Air;Ammoniac (NH3);133000
85165000;STE DAVIET Père et Fils;3,05E+13;Les Quatre Chemins;85140;L'OIE;VENDEE;PAYS DE LA LOIRE;335571;2205563;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.7975257829, -1.12869398785;Air;Ammoniac (NH3);52000
85165001;STE DAVIET Père et Fils;3,05E+13;Les Landes;85140;L'OIE;VENDEE;PAYS DE LA LOIRE;335571;2205563;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;46.7975257829, -1.12869398785;Air;Ammoniac (NH3);56700
86007132;SCEA Choisy;3,80E+13;;86100;ANTRAN;VIENNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;463200;2207500;;non renseigné;;;46.8533642784, 0.542397146277;Air;Ammoniac (NH3);11000
86034754;SCEA le Rivault;4,11E+13;Le Rivault;86410;BOURESSE;VIENNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;467042;2152596;0146Z;Elevage de porcins;7.(a).(iii);disposant de 750 emplacements pour truies;46.3603056318, 0.608602395192;Air;Ammoniac (NH3);15000
86080358;GAEC du Gabouret;4,49E+13;Mons;86600;CLOUE;VIENNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;433000;2162511;0150Z;Culture et élevage associés;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);46.4418794069, 0.162827402136;Air;Ammoniac (NH3);54600
86134734;SCEA Porc Belair;4,02E+13;Linazay;86400;LINAZAY;VIENNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;433500;2131637;0146Z;Elevage de porcins;7.(a).(iii);disposant de 750 emplacements pour truies;46.1643366336, 0.180357209687;Air;Ammoniac (NH3);179600
86187693;EARL de la Joubertière;3,25E+13;La Joubertière;86300;PAIZAY-LE-SEC;VIENNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;480463;2176389;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);46.5768480691, 0.776836997061;Air;Ammoniac (NH3);127500
86276745;GENE +;3,78E+13;Chanteloup;86350;USSON-DU-POITOU;VIENNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;460600;2143600;0146Z;Elevage de porcins;7.(a).(iii);disposant de 750 emplacements pour truies;46.278084995, 0.527601693629;Air;Ammoniac (NH3);205900
87014002;SOMAFER;3,05E+13;La Croix du Breuil B.P 72;87250;BESSINES-SUR-GARTEMPE;HAUTE-VIENNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;524989;2123368;1011Z;Transformation et conservation de la viande de boucherie;;;46.1063307292, 1.3662733992;Air;Hydrochlorofluorocarbures (HCFC);1073
87085005;COULAUD-PENAUD S.A.S;4,84E+13;4 impasse de la Pélisserie;87000;LIMOGES;HAUTE-VIENNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;516090;2090390;1011Z;Transformation et conservation de la viande de boucherie;;;45.8086122361, 1.25704044025;Air;Hydrochlorofluorocarbures (HCFC);571
87085007;COULAUD-PENAUD S.A.S;4,84E+13;13 rue Léon Walras;87000;LIMOGES;HAUTE-VIENNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;518116;2090148;1011Z;Transformation et conservation de la viande de boucherie;;;45.8066826876, 1.28314359819;Air;Hydroflurocarbures (HFC);623
87096170;ELEVAGES DU MAS LONG;3,21E+13;Le MAS LONG;87800;LA MEYZE;HAUTE-VIENNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;512500;2068934;0146Z;Elevage de porcins;7.(a).(iii);disposant de 750 emplacements pour truies;45.6151469543, 1.21480268832;Air;Ammoniac (NH3);154700
87135002;PANAVI SAINT AUVENT;3,25E+13;25 Route de la Pouge;87130;SAINT-AUVENT;HAUTE-VIENNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;491180;2090100;1071A;Fabrication industrielle de pain et de pà¢tisserie fraà®che;;;45.8024670131, 0.936698838588;Air;Hydrochlorofluorocarbures (HCFC);101
87187065;MADELEINES BIJOU;7,71E+13;Les Lacs;87500;SAINT-YRIEIX-LA-PERCHE;HAUTE-VIENNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;510480;2054410;1072Z;Fabrication de biscuits -  biscottes et pà¢tisseries de conservation;;;45.4842350027, 1.19162369588;Air;Hydrochlorofluorocarbures (HCFC);254
88054002;SCEA La Caille des Vosges;4,09E+13;7 -  route de Neuvillers;88520;BERTRIMOUTIER;VOSGES;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;950037;2374084;0150Z;Culture et élevage associés;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.2712491324, 7.0536886863;Air;Ammoniac (NH3);123800
88332020;SCEA MULTIPIG;4,19E+13;20 rue du Faubourg;88800;NORROY;VOSGES;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;866300;2363500;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.2159496316, 5.92054358669;Air;Ammoniac (NH3);117100
89069532;EARL DES HAUTES CHARBONNIERES;3,79E+13;Les Charbonnières;89770;CHAILLEY;YONNE;BOURGOGNE-FRANCHE-COMTE;701763;2343549;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.0831927271, 3.70224829247;Air;Ammoniac (NH3);111200
89069534;SCEA de la Vallée;3,52E+13;La Coudre;89570;SORMERY;YONNE;BOURGOGNE-FRANCHE-COMTE;706702;2344545;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.0913574986, 3.7687623021;Air;Ammoniac (NH3);93600
89069537;BOUZONIE (EARL);4,19E+13;Le Fays;89570;TURNY;YONNE;BOURGOGNE-FRANCHE-COMTE;705089;2338111;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.0337722576, 3.74556862219;Air;Ammoniac (NH3);114400
89120543;CHAMPS CLERIS (SCEA des);4,22E+13;Les Champs Cléris;89320;COULOURS;YONNE;BOURGOGNE-FRANCHE-COMTE;693130;2352634;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.1661657613, 3.5883483651;Air;Ammoniac (NH3);194900
89194525;GALINA (SCEA);3,90E+13;Cours;89310;GRIMAULT;YONNE;BOURGOGNE-FRANCHE-COMTE;723900;2295851;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.6504942381, 3.98583767031;Air;Ammoniac (NH3);27800
89264541;EURL domaine de Villegardin;3,79E+13;5 route de Gillotot;89150;MONTACHER-VILLEGARDIN;YONNE;BOURGOGNE-FRANCHE-COMTE;651586;2352978;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);48.1738779259, 3.03000432716;Air;Ammoniac (NH3);173900
89281540;RIBIERRE Jean Pierre;3,34E+13;2 -  rue du Charron;89110;LES ORMES;YONNE;BOURGOGNE-FRANCHE-COMTE;669686;2317100;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.8495784081, 3.2676003439;Air;Ammoniac (NH3);179800
89284516;SARL DU VAL DES FOURCHES;5,11E+13;FERME DU VAL DES FOURCHES;89160;ARGENTEUIL-SUR-ARMANCON;YONNE;BOURGOGNE-FRANCHE-COMTE;732700;2307800;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);47.756217154, 4.10652208462;Air;Ammoniac (NH3);283500
89288528;EARL des COURBEPINES;4,00E+13;route de Bligny;89210;PAROY-EN-OTHE;YONNE;BOURGOGNE-FRANCHE-COMTE;691748.48111526;2337834.8117067;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.0333018895, 3.56667000447;Air;Ammoniac (NH3);139000
89330536;SCEA LES TREMBLATS II;4,44E+13;Les tremblats;89310;ANNAY-SUR-SEREIN;YONNE;BOURGOGNE-FRANCHE-COMTE;721649;2304600;0146Z;Elevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg);47.7295870614, 3.95828332674;Air;Ammoniac (NH3);169200
89419655;EARL du Bois des Bergeries;4,45E+13;Les Bergeries;89130;TOUCY;YONNE;BOURGOGNE-FRANCHE-COMTE;672098;2304411;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.7352059143, 3.29775237735;Air;Ammoniac (NH3);149400
89430530;SCEA DE VARENNES;3,84E+13;Route de Chéu;89144;VARENNES;YONNE;BOURGOGNE-FRANCHE-COMTE;708100;2324000;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;47.9064043679, 3.78245310807;Air;Ammoniac (NH3);119900
89436557;SCEA DE LA VALLEE DU RUET;3,78E+13;ELEVAGE DE LA VALLEE DU RUET;89210;VENIZY;YONNE;BOURGOGNE-FRANCHE-COMTE;702189;2338286;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.0358064979, 3.70673377863;Air;Ammoniac (NH3);139000
89469513;ROCHES (EARL des);4,05E+13;7 -  rue des Chênes;89260;PERCENEIGE;YONNE;BOURGOGNE-FRANCHE-COMTE;679214;2373014;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.3512340713, 3.4050388966;Air;Ammoniac (NH3);55000
91249102;Elevage de la Michaudière;3,31E+13;BAJOLET;91470;FORGES-LES-BAINS;ESSONNE;ILE-DE-FRANCE;582338;2403256;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.6276975901, 2.09700720441;Air;Ammoniac (NH3);137300
93073801;CARLIER PRODUCTION;4,10E+13;;93290;TREMBLAY-EN-FRANCE;SEINE-SAINT-DENIS;ILE-DE-FRANCE;616036;2442756;012G;Elevage de volailles;;;48.9827592458, 2.55544857004;Air;Ammoniac (NH3);128000
95169010;SCEA Hubert LEVESQUE et Fils;3,81E+13;ferme de la Ruellette;95450;COMMENY;VAL-D'OISE;ILE-DE-FRANCE;567400;2458800;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;49.1262942675, 1.89016276606;Air;Ammoniac (NH3);194900
98006106;TROPICOEUF;4,00E+13;17 -  rue Roustand;97431;La Plaine-des-Palmistes;REUNION;REUNION;172731.83278999;34414.436586702;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;27.5276670002, -1.77253568374;Air;Ammoniac (NH3);22800
98010063;SCAP;3,21E+13;Domaine de la Paix-RDR;97470;Saint-Benoà®t;REUNION;REUNION;173243.23579867;41097.231850233;012G;Elevage de volailles;;;27.5850971756, -1.77098235451;Air;Ammoniac (NH3);12700
98021671;Elevage MAILLOT Pierre Maximin;3,14E+13;Ravine Casabois chemin SOLESSE;97433;Salazie;REUNION;REUNION;158596.46581677;46108.81767444;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;27.6213275338, -1.91429877552;Air;Ammoniac (NH3);93600
98022501;SAS COUVEE D'OR - ELEVAGE DE DOS D'ANE;3,82E+13;22 -  chemin de la ferme;97419;La Possession;REUNION;REUNION;147139.41899756;51974.155675578;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;27.6661651128, -2.02754701634;Air;Ammoniac (NH3);14800
98108026;SAS COUVEE D'OR - ELEVAGE DE DOS D'ANE;3,82E+13;22 -  chemin de la ferme;97419;La Possession;REUNION;REUNION;147139.41899756;51974.155675578;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;27.6661651128, -2.02754701634;Air;Ammoniac (NH3);44000
98122837;SARL AVIFERME (CFS);3,19E+13;Site Piton Hyacinthe (23ème km) + site petite Ferme;97430;Le Tampon;REUNION;REUNION;163840.69034223;26485.592947484;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;27.45580378, -1.8538232171;Air;Ammoniac (NH3);288100
98615050;QUINEAU (S.C.E.A.) Pascal;3,95E+13;St Gilles les Hauts - Ferme Chemin d'Eau;97435;Saint-Paul;REUNION;REUNION;139327.31473444;46357.907660894;0147Z;Elevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;27.6143337776, -2.09962215498;Air;Ammoniac (NH3);126100
000.00001;SARL JEAN CARTON;3,95E+13;1508 RUE DU PUYTHOUCK;59380;WARHEM;NORD;NORD-PAS-DE-CALAIS-PICARDIE;611012;2664838;0147Z;Elevage de volailles;;;50.9764821618, 2.49285678508;Air;Ammoniac (NH3);42700
051.00009;ISDND ALLEMANT;4,02E+13;VALLEE GUERBETTE;2320;ALLEMANT;AISNE;NORD-PAS-DE-CALAIS-PICARDIE;680545;2496853;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges -  à  l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à  l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes;49.4638918697, 3.44656565305;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);12886200,06
051.00058;NLMK COATING S.A.;4,48E+13;18 -  rue du Stade;2800;BEAUTOR;AISNE;NORD-PAS-DE-CALAIS-PICARDIE;672128;2517867;2410Z;Sidérurgie;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à  30 m3;49.6536273698, 3.33424934942;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);187900
051.00064;CHEMETALL SAS;5,42E+13;;2200;VILLENEUVE-SAINT-GERMAIN;AISNE;NORD-PAS-DE-CALAIS-PICARDIE;673696;2486478;246L;Fabrication de produits chimiques à  usage industriel;;;49.3715334761, 3.35034095574;Air;Dichlorométhane (DCM - chlorure de méthylène);12650
051.00096;Materne;3,98E+13;Place andré venet;2450;BOUE;AISNE;NORD-PAS-DE-CALAIS-PICARDIE;697829;2558245;1039B;Transformation et conservation de fruits;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle);50.0126759065, 3.69939200981;Air;CO2 Total d'origine non biomasse uniquement;23800
051.00097;NESTLE - Usine de Boué;5,42E+13;1 -  rue des Fabriques - BP 1;2450;BOUE;AISNE;NORD-PAS-DE-CALAIS-PICARDIE;699028.767;2560563.716;1051D;Fabrication d'autres produits laitiers;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle);50.033299995, 3.7166700065;Air;CO2 Total d'origine non biomasse uniquement;463600
051.00114;Etablissement de Bucy Le Long;5,33E+13;route de Soissons;2880;BUCY-LE-LONG;AISNE;NORD-PAS-DE-CALAIS-PICARDIE;674792.835;2493368.746;1081Z;Fabrication de sucre;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle);49.4333000023, 3.36667000131;Air;CO2 Total d'origine non biomasse uniquement;9174800
051.00141;GEA WESTALIA SEPARATOR PRODUCTION FRANCE SAS;4,14E+13;16 avenue de l'Europe - Z.I. - B.P. 205;2407;CHATEAU-THIERRY;AISNE;NORD-PAS-DE-CALAIS-PICARDIE;677757;2449201;2829B;Fabrication d'autres machines d'usage général;;;49.0361577336, 3.39927304374;Air;Trichloroéthylène (TRI);26770
051.00143;Greenfield SAS;4,48E+13;ZI de la Grande Borne;2400;CHATEAU-THIERRY;AISNE;NORD-PAS-DE-CALAIS-PICARDIE;677966;2450126;1711Z;Fabrication de pà¢te à  papier;6.(a);Installations industrielles destinées à  la fabrication de pà¢te à  papier à  partir du bois ou d'autres matières fibreuses;49.0444436532, 3.40230057789;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);5277518,2
051.00185;ARKEMA Usine de Chauny;3,20E+13;2 route de Soissons;2304;CHAUNY;AISNE;NORD-PAS-DE-CALAIS-PICARDIE;664104;2512359;2014Z;Fabrication d'autres produits chimiques organiques de base;4.(a).(ii);hydrocarbures oxygénés -  notamment les alcools -  aldéhydes -  cétones -  acides carboxyliques -  esters -  acétates -  éthers -  peroxydes -  résines époxydes;49.6050266438, 3.22240432559;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);64372139,35
051.00188;SICA;8,76E+13;rue Géo Lufbéry;2300;CHAUNY;AISNE;NORD-PAS-DE-CALAIS-PICARDIE;664950.34122046;2513312.3365032;2059Z;Fabrication d'autres produits chimiques n.c.a.;4.(b).(v);non-métaux -  oxydes métalliques ou autres composés inorganiques -  tels que carbure de calcium -  silicium -  carbure de silicium;49.6135019682, 3.23425000471;Air;Antimoine et ses composés (Sb);320
051.00191;NEXANS WIRES CHAUNY;3,21E+13;128 avenue Jean Jaurès BP30;2301;CHAUNY;AISNE;NORD-PAS-DE-CALAIS-PICARDIE;664647.30404743;2512919.1542464;2444Z;Métallurgie du cuivre;;;49.610001968, 3.23000000471;Air;Phénols (Ctotal);804641
051.00196;SCCC ( Société de coulée Continue de Cuivre );3,11E+13;;2300;CHAUNY;AISNE;NORD-PAS-DE-CALAIS-PICARDIE;663800;2513600;274K;Première transformation du cuivre;;;49.6162021928, 3.21839569274;Air;Cuivre et ses composés (Cu);2814135
051.00203;EUROKERA;3,51E+13;1 bis -  rue du Général de Gaulle;2405;CHIERRY;AISNE;NORD-PAS-DE-CALAIS-PICARDIE;679272;2449811;2312Z;Faà§onnage et transformation du verre plat;3.(e);Installations destinées à  la fabrication du verre -  y compris de fibres de verre d'une capacité de fusion de 20 tonnes par jour;49.041452971, 3.42009208056;Air;Hydrochlorofluorocarbures (HCFC);186,59
051.00220;SAINT LOUIS SUCRE ETABLISSEMENT NORD EST;3,52E+13;;2190;CONDE-SUR-SUIPPE;AISNE;NORD-PAS-DE-CALAIS-PICARDIE;718425.915;2490399.28;158H;Fabrication de sucre;;;49.4000000004, 3.96667001005;Air;Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);5408672,4
051.00257;ST GOBAIN EMBALLAGE;7,22E+13;Usine de VAUXROT - BP 16;2880;CROUY;AISNE;NORD-PAS-DE-CALAIS-PICARDIE;672200;2489300;2313Z;Fabrication de verre creux;3.(e);Installations destinées à  la fabrication du verre -  y compris de fibres de verre d'une capacité de fusion de 20 tonnes par jour;49.3970534672, 3.33025300019;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);7214640,5
051.00293;EVERBAL;5,42E+13;2 route d'Avaux;2190;EVERGNICOURT;AISNE;NORD-PAS-DE-CALAIS-PICARDIE;723526;2495300;1712Z;Fabrication de papier et de carton;6.(b);Installations industrielles destinées à  la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré -  les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour;49.4430420486, 4.03831271488;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);2044454,9
051.00297;AUCHAN;4,10E+13;RN29 LE FAYET;;;;;;;;;;;;Air;Hydroflurocarbures (HFC);457
